uid,civilite,prenom,nom,date_naissance,ville_naissance,groupe_politique,departement,circonscription,profession_declaree,insee_cat_socpro,insee_fam_socpro,wikidata_url,frwiki_url,plus_haut_diplome,domaines_etudes,a_travaille_prive,a_travaille_public,carriere_politique_seule,profil_carriere,confiance,notes
PA840721,M.,Marc,Chavent,1968-06-28,Bourg-en-Bresse,Union des droites pour la République,Ain,5,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q98246172,https://fr.wikipedia.org/wiki/Marc_Chavent,inconnu,,0,0,1,politique_principalement,moyenne,"La seule activité professionnelle documentée par sa déclaration HATVP est celle d'assistant parlementaire de sa sœur, la sénatrice Sylvie Goy-Chavent. La profession déclarée officiellement (""cadre de la fonction publique"") ne correspond à aucun poste identifié dans la fonction publique proprement dite - possible classification INSEE approximative du statut de collaborateur parlementaire (qui est un contrat de droit privé, non un poste de fonctionnaire), d'où le classement en ""politique"" plutôt qu'en ""public"". Fils d'agriculteur (Bourg-en-Bresse); aucune activité professionnelle antérieure à 2018 trouvée malgré recherches. Diplôme inconnu. - Deuxième passage : déclaration HATVP reconsultée directement — confirme exactement l'activité déjà connue (assistant de sénateur, Sylvie Goy-Chavent, 01/2018-07/2024, avec la précision « J'ai démissionné le 7 juillet 2024 au soir date de mon élection »), ainsi qu'un mandat non rémunéré au Syndicat mixte Scot Bucopa depuis 03/2020, lié à son mandat de maire de Cerdon et non à une activité professionnelle distincte. Wikitext brut vérifié (infobox : profession = « Cadre administratif », université vide). Recherches Wikipédia (« Marc Chavent études », « Marc Chavent Cerdon ») infructueuses pour toute information de formation. La profession déclarée officiellement (« cadre de la fonction publique ») ne correspond à aucun poste public identifié — le classement en « politique » (collaborateur parlementaire) est maintenu. Diplôme reste inconnu."
PA841595,Mme,Cendrine,Chazé,1977-10-14,Argentan,Droite Républicaine,Orne,3,Secrétaire de mairie,"Employés administratifs de la fonction publique, agents de service et auxiliaires de santé",Employés,http://www.wikidata.org/entity/Q138713010,https://fr.wikipedia.org/wiki/Cendrine_Chaz%C3%A9,inconnu,,0,1,0,public_uniquement,moyenne,"Poste de secrétaire de mairie (fonction publique territoriale) confirmé par Wikipedia, cohérent avec la profession déclarée officiellement à l'Assemblée. Aucune information trouvée sur sa formation ou son diplôme malgré recherches (Wikipedia, fiche AN, Conseil départemental de l'Orne, nosdeputes). Le métier de secrétaire de mairie n'impose pas de diplôme unique standardisé (niveaux très variables selon la taille des communes), donc aucun niveau n'a été inféré par prudence. - Deuxième passage : pas de déclaration HATVP disponible dans l'index local (députée très récente, élue en 2026 en remplacement de Jérôme Nury). Wikitext brut vérifié (infobox : profession = « Secrétaire de mairie », université vide). Recherche Wikipédia (« Cendrine Chazé », « Cendrine Chazé Orne ») : seule nouvelle mention trouvée, la page « Canton d'Argentan-2 », confirme « Ancienne secrétaire de mairie à Silly-en-Gouffern, suppléante du... » sans détail de formation. La profession INSEE déclarée (« Employés administratifs de la fonction publique »), correspondant typiquement à la catégorie C, sort du barème d'inférence du projet (qui ne couvre que les catégories A et B) : aucun niveau n'est donc inféré. Diplôme reste inconnu."
PA795908,M.,Yannick,Chenevard,1959-11-27,Toulon,Ensemble pour la République,Var,1,Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63371106,https://fr.wikipedia.org/wiki/Yannick_Chenevard,bac+5,droit,0,1,0,public_uniquement,moyenne,Wikipedia FR: maîtrise en droit public (DESS défense et sécurité) à la faculté de droit de Toulon; a aussi étudié à la faculté de médecine de Marseille sans diplôme confirmé (source: fr.wikipedia.org/wiki/Yannick_Chenevard).
PA720468,M.,Sébastien,Chenu,1973-04-13,Beauvais,Rassemblement National,Nord,19,Conseiller en communication,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q21294609,https://fr.wikipedia.org/wiki/S%C3%A9bastien_Chenu,bac+5,sciences politiques | communication-journalisme,1,1,0,politique_principalement,moyenne,Diplôme précis à HEI non détaillé dans la source ; carrière très majoritairement faite de postes de collaborateur/cabinet politique.
PA791812,Mme,Sophia,Chikirou,1979-06-03,Bonneville,La France insoumise - Nouveau Front Populaire,Paris,6,Chef d'entreprise de 10 salariés ou plus,Chefs d'entreprise de plus de 10 personnes,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q28964087,https://fr.wikipedia.org/wiki/Sophia_Chikirou,bac+5,communication-journalisme | gestion-commerce,1,0,0,prive_uniquement,haute,"Carrière mêlant conseil politique et activités professionnelles en communication (Médiascop, Le Média)."
PA840903,M.,Paul,Christophle,1987-02-03,Arles,Socialistes et apparentés,Drôme,1,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q96176039,https://fr.wikipedia.org/wiki/Paul_Christophle,bac+5,sciences-politiques | commerce,1,0,0,mixte_public_prive,haute,"Sa bio Contexte.com (rédigée par la rédaction de Contexte) indique: ""Diplômé de l'Institut d'études politiques de Strasbourg et de HEC, Paul Christophle a notamment été chargé de mission de 2015 à 2016 au cabinet de Fleur Pellerin [...] puis conseiller numérique de Patrick Kanner [...] en 2016. Il dirige actuellement une coopérative d'activité et d'emploi qui accompagne les entrepreneurs."" Le passage chez Korelya Capital et le conseil bénévole à Mounir Mahjoubi sont mentionnés par Wikipedia. Le libellé ""mixte_public_prive"" est utilisé par défaut faute de catégorie dédiée dans le schéma: sa carrière réelle mélange des postes en cabinets ministériels (secteur ""politique"") et des emplois privés (Korelya Capital, coopérative d'activité et d'emploi), et non un mélange public/privé au sens strict."
PA794198,M.,Roger,Chudeau,1949-09-28,Berlin,Rassemblement National,Loir-et-Cher,2,Inspecteur général de l'éducation nationale honoraire,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q33111018,https://fr.wikipedia.org/wiki/Roger_Chudeau,bac+5,lettres-sciences humaines | education,0,1,0,public_uniquement,haute,"Carrière de haut fonctionnaire de l'Éducation nationale, avec des passages en cabinets ministériels."
PA330240,M.,Éric,Ciotti,1965-09-28,Nice,Union des droites pour la République,Alpes-Maritimes,1,(33) - Cadre de la fonction publique,Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q1844180,https://fr.wikipedia.org/wiki/%C3%89ric_Ciotti,bac+5,economie | sciences politiques,0,0,1,politique_principalement,haute,
PA840159,M.,Bruno,Clavet,1989-05-06,Aubagne,Rassemblement National,Pas-de-Calais,3,(45) - Profession intermédiaire administrative de la fonction publique,"Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q112574053,https://fr.wikipedia.org/wiki/Bruno_Clavet,bac+5,communication-journalisme | sciences-politiques,1,0,0,politique_principalement,haute,"CNews (02/07/2024) confirme: pour financer son année scolaire à New York, il a été mannequin de lingerie en 2012, puis ""ces études ont ensuite permis au député [...] de décrocher un master en communication et stratégie des affaires publiques"". Franceinfo (article municipales de Lens) confirme qu'il ""travaille comme chargé de communication à la mairie d'Hénin-Beaumont [...] dont la majorité est dirigée par Steeve Briois, lui aussi au Rassemblement national"" - poste classé en secteur ""politique"" plutôt que ""public"" car ce type de poste de communication pour un maire est généralement pourvu en tant que collaborateur de cabinet, non par concours de la fonction publique territoriale (nuance non confirmée avec certitude absolue). Engagement politique élu (conseiller municipal Paris 2014, conseiller régional Hauts-de-France, conseiller/candidat municipal à Lens) continu depuis 2007."
PA793736,M.,Hadrien,Clouet,1991-07-13,Aix-en-Provence,La France insoumise - Nouveau Front Populaire,Haute-Garonne,1,Sociologue,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112649548,https://fr.wikipedia.org/wiki/Hadrien_Clouet,doctorat,sciences politiques | lettres-sciences humaines,0,1,0,public_uniquement,haute,"Engagement politique important (Parti de Gauche, LFI) en parallèle de sa carrière académique publique."
PA795402,Mme,Nathalie,Coggia,1977-07-16,France,Ensemble pour la République,Français établis hors de France,5,Directrice financière et des opérations,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q135272182,https://fr.wikipedia.org/wiki/Nathalie_Coggia,bac+5,gestion-commerce,1,0,0,prive_uniquement,moyenne,Diplôme précis à Paris-Dauphine non nommé; niveau bac+5 déduit du parcours en conseil puis direction financière.
PA841431,Mme,Nathalie,Colin-Oesterlé,1965-05-05,Ollioules,Horizons & Indépendants,Moselle,3,(31) - Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63615187,https://fr.wikipedia.org/wiki/Nathalie_Colin-Oesterl%C3%A9,bac+5,droit,1,0,0,prive_uniquement,moyenne,"Activité professionnelle déduite du diplôme de droit notarial et de la profession déclarée « profession libérale », non détaillée par la source biographique."
PA719286,M.,Paul-André,Colombani,1967-08-17,Bastia,"Libertés, Indépendants, Outre-mer et Territoires",Corse-du-Sud,2,Médecin,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30342982,https://fr.wikipedia.org/wiki/Paul-Andr%C3%A9_Colombani,doctorat,medecine-sante,1,,0,prive_uniquement,moyenne,"Exercice en médecine générale supposé libéral, non explicitement confirmé (pas de mention d'hôpital)."
PA793548,Mme,Caroline,Colombier,1957-08-22,Autun,Rassemblement National,Charente,3,Ancienne avocate / Ancien cadre,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112641269,https://fr.wikipedia.org/wiki/Caroline_Colombier,bac+5,droit,1,0,0,prive_uniquement,haute,Carrière d'avocate puis de cadre juridique/RH en entreprise clairement établie.
PA721202,M.,Éric,Coquerel,1958-12-30,Courbevoie,La France insoumise - Nouveau Front Populaire,Seine-Saint-Denis,1,Industriel-Chef d'entreprise,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q17485936,https://fr.wikipedia.org/wiki/%C3%89ric_Coquerel,bac_ou_moins,histoire-geographie,1,0,0,mixte_public_prive,moyenne,"Wikipedia indique qu'il ""entreprend des études d'histoire à l'université Paris-Diderot [...] avec pour objectif le CAPES qu'il n'obtient pas"" - le CAPES est un concours et non un diplôme, et sa réussite suppose déjà une licence, mais aucune source ne confirme explicitement qu'il ait obtenu une licence d'histoire; par prudence le niveau de diplôme reste ""inconnu"" plutôt que d'inférer une licence non confirmée. Il crée et dirige l'agence de communication indépendante Effets Mer (liée à la voile sportive, création du Vendée Globe, communication d'Isabelle Autissier et Michel Desjoyeaux), puis devient permanent politique quasi-continu à partir de 2003 (MRC, MARS, Parti de Gauche) avant son élection comme député en 2017. Sa déclaration HATVP actuelle (fenêtre 2022-2024) indique ""Néant"" pour toute activité professionnelle rémunérée, cohérent avec une carrière de député/permanent politique à temps plein. Le libellé ""mixte_public_prive"" est utilisé par défaut faute de catégorie dédiée: le mélange réel est entre activité privée indépendante (Effets Mer) et activité politique (partis), pas public/privé au sens strict. - Deuxième passage — amélioration du diplôme : le wikitext brut de Wikipédia confirme qu'il passe le baccalauréat en candidat libre en 1983, puis « entreprend des études d'histoire à l'université Paris-Diderot [...] avec pour objectif le CAPES qu'il n'obtient pas ». Aucune source consultée (Who's Who, cité en référence mais payant et inaccessible ; recherches Wikipédia « licence d'histoire », « CAPES histoire ») ne confirme l'obtention d'une licence. Par convention du projet (études non finalisées → le diplôme retenu est le palier réellement obtenu, donc le niveau inférieur), le niveau passe d'« inconnu » à « bac_ou_moins », avec une confiance modérée compte tenu de l'ambiguïté résiduelle (des études universitaires ont bien été entreprises, simplement sans diplôme confirmé au-delà du baccalauréat). Carrière professionnelle (agence Effets Mer) et politique (permanent MRC puis MARS puis Parti de Gauche) inchangées, déjà bien sourcées au premier passage. Note sur la catégorie « mixte_public_prive » retenue pour career_profile : elle reflète en réalité un mélange libéral/privé (Effets Mer) et politique (permanent de parti), non un emploi dans la fonction publique au sens strict — conservée par cohérence avec le premier passage faute de catégorie plus précise disponible dans le schéma du projet."
PA721210,M.,Alexis,Corbière,1968-08-17,Béziers,Écologiste et Social,Seine-Saint-Denis,7,Professeur de lycée professionnel,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q2834481,https://fr.wikipedia.org/wiki/Alexis_Corbi%C3%A8re,bac+3_4,lettres-sciences humaines | education,0,1,0,public_uniquement,haute,
PA718850,M.,Pierre,Cordier,1972-05-27,Charleville-Mézières,Droite Républicaine,Ardennes,2,Fonctionnaire de catégorie A,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30339222,https://fr.wikipedia.org/wiki/Pierre_Cordier_(homme_politique),bac+3_4,droit,0,1,0,public_uniquement,moyenne,"Le statut de fonctionnaire de catégorie A provient de la profession déclarée officielle, non détaillé par la source biographique."
